Created as New Dataset,
nm,A
800.0,-0.0006
799.9,0.0000
799.8,0.0005
799.7,-0.0017
799.6,-0.0004
799.5,-0.0010
799.4,-0.0014
799.3,-0.0002
799.2,0.0000
799.1,-0.0013
799.0,-0.0006
798.9,-0.0021
798.8,-0.0003
798.7,-0.0004
798.6,-0.0008
798.5,-0.0025
798.4,-0.0008
798.3,-0.0003
798.2,-0.0008
798.1,-0.0008
798.0,-0.0012
797.9,-0.0008
797.8,-0.0001
797.7,-0.0006
797.6,-0.0012
797.5,-0.0013
797.4,-0.0005
797.3,0.0004
797.2,0.0003
797.1,-0.0001
797.0,-0.0005
796.9,-0.0017
796.8,-0.0008
796.7,-0.0007
796.6,-0.0004
796.5,-0.0005
796.4,-0.0000
796.3,-0.0021
796.2,-0.0009
796.1,-0.0010
796.0,-0.0009
795.9,-0.0005
795.8,-0.0006
795.7,-0.0006
795.6,-0.0002
795.5,-0.0007
795.4,-0.0016
795.3,-0.0005
795.2,0.0001
795.1,-0.0003
795.0,-0.0010
794.9,-0.0011
794.8,-0.0010
794.7,-0.0003
794.6,-0.0001
794.5,-0.0004
794.4,-0.0004
794.3,-0.0000
794.2,-0.0003
794.1,-0.0004
794.0,-0.0006
793.9,-0.0001
793.8,-0.0005
793.7,-0.0003
793.6,-0.0004
793.5,-0.0019
793.4,-0.0019
793.3,-0.0009
793.2,-0.0010
793.1,-0.0009
793.0,-0.0009
792.9,-0.0005
792.8,-0.0011
792.7,-0.0011
792.6,-0.0005
792.5,-0.0008
792.4,-0.0006
792.3,-0.0008
792.2,-0.0004
792.1,-0.0008
792.0,-0.0004
791.9,-0.0004
791.8,-0.0010
791.7,-0.0009
791.6,-0.0011
791.5,-0.0011
791.4,-0.0013
791.3,-0.0010
791.2,-0.0010
791.1,-0.0009
791.0,-0.0005
790.9,-0.0011
790.8,-0.0011
790.7,-0.0001
790.6,-0.0000
790.5,-0.0012
790.4,-0.0015
790.3,-0.0004
790.2,0.0004
790.1,-0.0001
790.0,-0.0001
789.9,-0.0002
789.8,-0.0007
789.7,-0.0008
789.6,-0.0014
789.5,-0.0008
789.4,-0.0001
789.3,-0.0009
789.2,-0.0009
789.1,-0.0001
789.0,0.0000
788.9,-0.0010
788.8,-0.0009
788.7,-0.0006
788.6,-0.0016
788.5,-0.0016
788.4,-0.0012
788.3,-0.0014
788.2,-0.0012
788.1,-0.0009
788.0,-0.0006
787.9,-0.0011
787.8,-0.0010
787.7,-0.0006
787.6,-0.0009
787.5,-0.0007
787.4,-0.0004
787.3,-0.0002
787.2,-0.0007
787.1,-0.0012
787.0,-0.0005
786.9,-0.0001
786.8,-0.0003
786.7,-0.0009
786.6,-0.0016
786.5,-0.0012
786.4,-0.0002
786.3,-0.0003
786.2,-0.0004
786.1,-0.0011
786.0,-0.0014
785.9,-0.0012
785.8,-0.0013
785.7,-0.0015
785.6,-0.0007
785.5,-0.0005
785.4,-0.0015
785.3,-0.0006
785.2,-0.0011
785.1,-0.0013
785.0,-0.0016
784.9,-0.0017
784.8,-0.0008
784.7,-0.0019
784.6,-0.0013
784.5,-0.0016
784.4,-0.0003
784.3,0.0002
784.2,0.0001
784.1,0.0003
784.0,-0.0006
783.9,-0.0010
783.8,0.0001
783.7,-0.0006
783.6,-0.0009
783.5,-0.0011
783.4,-0.0010
783.3,-0.0009
783.2,-0.0004
783.1,0.0002
783.0,0.0001
782.9,-0.0012
782.8,-0.0010
782.7,-0.0016
782.6,-0.0008
782.5,-0.0003
782.4,-0.0006
782.3,-0.0006
782.2,-0.0011
782.1,-0.0011
782.0,-0.0000
781.9,-0.0002
781.8,0.0000
781.7,-0.0010
781.6,-0.0018
781.5,-0.0018
781.4,-0.0007
781.3,-0.0003
781.2,-0.0010
781.1,-0.0010
781.0,-0.0008
780.9,-0.0014
780.8,-0.0014
780.7,-0.0012
780.6,-0.0006
780.5,-0.0011
780.4,-0.0014
780.3,-0.0022
780.2,-0.0017
780.1,-0.0001
780.0,-0.0011
779.9,-0.0008
779.8,-0.0007
779.7,-0.0020
779.6,-0.0009
779.5,-0.0006
779.4,-0.0012
779.3,-0.0011
779.2,-0.0008
779.1,-0.0009
779.0,-0.0005
778.9,-0.0008
778.8,-0.0011
778.7,-0.0010
778.6,-0.0010
778.5,-0.0010
778.4,-0.0013
778.3,-0.0008
778.2,-0.0009
778.1,-0.0009
778.0,-0.0009
777.9,-0.0002
777.8,-0.0007
777.7,-0.0016
777.6,-0.0005
777.5,-0.0005
777.4,-0.0006
777.3,-0.0010
777.2,-0.0007
777.1,-0.0004
777.0,-0.0007
776.9,-0.0000
776.8,-0.0010
776.7,0.0002
776.6,0.0006
776.5,-0.0014
776.4,-0.0003
776.3,-0.0021
776.2,-0.0015
776.1,-0.0024
776.0,-0.0021
775.9,-0.0009
775.8,-0.0002
775.7,-0.0011
775.6,-0.0020
775.5,-0.0018
775.4,-0.0013
775.3,-0.0001
775.2,-0.0002
775.1,-0.0010
775.0,-0.0006
774.9,-0.0004
774.8,-0.0010
774.7,-0.0008
774.6,-0.0001
774.5,-0.0004
774.4,-0.0014
774.3,-0.0008
774.2,-0.0005
774.1,-0.0000
774.0,-0.0006
773.9,-0.0008
773.8,0.0000
773.7,-0.0000
773.6,-0.0013
773.5,-0.0014
773.4,-0.0012
773.3,0.0003
773.2,-0.0008
773.1,-0.0008
773.0,-0.0005
772.9,-0.0010
772.8,-0.0005
772.7,-0.0006
772.6,-0.0012
772.5,-0.0013
772.4,-0.0009
772.3,-0.0008
772.2,-0.0006
772.1,-0.0007
772.0,-0.0012
771.9,-0.0012
771.8,-0.0004
771.7,-0.0005
771.6,-0.0013
771.5,-0.0008
771.4,-0.0013
771.3,-0.0015
771.2,-0.0017
771.1,-0.0007
771.0,-0.0006
770.9,-0.0016
770.8,-0.0007
770.7,-0.0000
770.6,-0.0009
770.5,-0.0009
770.4,-0.0019
770.3,-0.0010
770.2,-0.0007
770.1,0.0002
770.0,0.0005
769.9,-0.0003
769.8,-0.0002
769.7,-0.0006
769.6,-0.0005
769.5,0.0001
769.4,0.0000
769.3,-0.0003
769.2,-0.0004
769.1,-0.0002
769.0,0.0003
768.9,-0.0002
768.8,-0.0004
768.7,-0.0004
768.6,-0.0009
768.5,-0.0009
768.4,-0.0006
768.3,-0.0005
768.2,-0.0009
768.1,-0.0006
768.0,-0.0005
767.9,-0.0007
767.8,-0.0013
767.7,-0.0009
767.6,-0.0008
767.5,-0.0007
767.4,0.0005
767.3,0.0005
767.2,0.0003
767.1,-0.0005
767.0,-0.0011
766.9,-0.0008
766.8,-0.0002
766.7,-0.0005
766.6,-0.0004
766.5,0.0002
766.4,0.0001
766.3,0.0001
766.2,-0.0004
766.1,-0.0007
766.0,-0.0008
