Created as New Dataset,
nm,A
800.0,-0.0009
799.9,-0.0029
799.8,-0.0009
799.7,-0.0018
799.6,-0.0018
799.5,-0.0010
799.4,-0.0016
799.3,-0.0018
799.2,-0.0023
799.1,-0.0031
799.0,-0.0011
798.9,-0.0030
798.8,-0.0014
798.7,-0.0012
798.6,-0.0025
798.5,-0.0027
798.4,-0.0018
798.3,-0.0015
798.2,-0.0012
798.1,-0.0019
798.0,-0.0015
797.9,-0.0016
797.8,-0.0004
797.7,-0.0021
797.6,-0.0021
797.5,-0.0022
797.4,-0.0024
797.3,-0.0022
797.2,-0.0010
797.1,-0.0018
797.0,-0.0015
796.9,-0.0024
796.8,-0.0018
796.7,-0.0017
796.6,-0.0011
796.5,-0.0025
796.4,-0.0013
796.3,-0.0020
796.2,-0.0026
796.1,-0.0010
796.0,-0.0018
795.9,-0.0010
795.8,-0.0012
795.7,-0.0015
795.6,-0.0019
795.5,-0.0014
795.4,-0.0026
795.3,-0.0012
795.2,-0.0017
795.1,-0.0019
795.0,-0.0020
794.9,-0.0022
794.8,-0.0023
794.7,-0.0015
794.6,-0.0014
794.5,-0.0013
794.4,-0.0016
794.3,-0.0016
794.2,-0.0015
794.1,-0.0020
794.0,-0.0013
793.9,-0.0006
793.8,-0.0005
793.7,-0.0014
793.6,-0.0022
793.5,-0.0019
793.4,-0.0023
793.3,-0.0008
793.2,-0.0011
793.1,-0.0014
793.0,-0.0018
792.9,-0.0018
792.8,-0.0025
792.7,-0.0018
792.6,-0.0007
792.5,-0.0020
792.4,-0.0017
792.3,-0.0020
792.2,-0.0019
792.1,-0.0020
792.0,-0.0020
791.9,-0.0020
791.8,-0.0020
791.7,-0.0024
791.6,-0.0023
791.5,-0.0026
791.4,-0.0026
791.3,-0.0027
791.2,-0.0020
791.1,-0.0016
791.0,-0.0013
790.9,-0.0021
790.8,-0.0025
790.7,-0.0017
790.6,-0.0020
790.5,-0.0023
790.4,-0.0021
790.3,-0.0012
790.2,-0.0009
790.1,-0.0017
790.0,-0.0014
789.9,-0.0016
789.8,-0.0023
789.7,-0.0018
789.6,-0.0023
789.5,-0.0019
789.4,-0.0017
789.3,-0.0019
789.2,-0.0019
789.1,-0.0012
789.0,-0.0009
788.9,-0.0022
788.8,-0.0021
788.7,-0.0017
788.6,-0.0028
788.5,-0.0026
788.4,-0.0015
788.3,-0.0012
788.2,-0.0015
788.1,-0.0014
788.0,-0.0015
787.9,-0.0022
787.8,-0.0018
787.7,-0.0013
787.6,-0.0016
787.5,-0.0015
787.4,-0.0017
787.3,-0.0021
787.2,-0.0015
787.1,-0.0016
787.0,-0.0019
786.9,-0.0019
786.8,-0.0021
786.7,-0.0024
786.6,-0.0023
786.5,-0.0015
