Created as New Dataset,
nm,A
800.0,-0.0003
799.9,-0.0013
799.8,-0.0020
799.7,-0.0016
799.6,-0.0005
799.5,-0.0022
799.4,-0.0010
799.3,-0.0006
799.2,-0.0012
799.1,-0.0033
799.0,0.0000
798.9,-0.0032
798.8,-0.0023
798.7,-0.0010
798.6,-0.0015
798.5,-0.0020
798.4,-0.0008
798.3,-0.0004
798.2,-0.0012
798.1,-0.0010
798.0,-0.0005
797.9,-0.0023
797.8,-0.0010
797.7,-0.0014
797.6,-0.0027
797.5,-0.0022
797.4,-0.0018
797.3,-0.0022
797.2,-0.0006
797.1,-0.0011
797.0,-0.0008
796.9,-0.0028
796.8,-0.0016
796.7,-0.0010
796.6,-0.0010
796.5,-0.0011
796.4,-0.0010
796.3,-0.0022
796.2,-0.0024
796.1,-0.0015
796.0,-0.0017
795.9,-0.0017
795.8,-0.0017
795.7,-0.0010
795.6,-0.0011
795.5,-0.0014
795.4,-0.0025
795.3,-0.0011
795.2,-0.0011
795.1,-0.0010
795.0,-0.0011
794.9,-0.0015
794.8,-0.0017
794.7,-0.0009
794.6,-0.0002
794.5,-0.0009
794.4,-0.0015
794.3,-0.0004
794.2,-0.0015
794.1,-0.0022
794.0,-0.0019
793.9,-0.0013
793.8,-0.0009
793.7,-0.0011
793.6,-0.0013
793.5,-0.0021
793.4,-0.0020
793.3,-0.0011
793.2,-0.0009
793.1,-0.0016
793.0,-0.0021
792.9,-0.0020
792.8,-0.0019
792.7,-0.0012
792.6,-0.0018
792.5,-0.0024
792.4,-0.0021
792.3,-0.0017
792.2,-0.0010
792.1,-0.0012
792.0,-0.0017
791.9,-0.0013
791.8,-0.0014
791.7,-0.0020
791.6,-0.0014
791.5,-0.0016
791.4,-0.0021
791.3,-0.0022
791.2,-0.0012
791.1,-0.0010
791.0,-0.0007
790.9,-0.0016
790.8,-0.0016
790.7,-0.0009
790.6,-0.0013
790.5,-0.0022
790.4,-0.0017
790.3,-0.0010
790.2,-0.0009
790.1,-0.0008
