Created as New Dataset,
nm,A
800.0,-0.0146
799.9,-0.0154
799.8,-0.0138
799.7,-0.0137
799.6,-0.0147
799.5,-0.0155
799.4,-0.0151
799.3,-0.0134
799.2,-0.0141
799.1,-0.0160
799.0,-0.0139
798.9,-0.0159
798.8,-0.0152
798.7,-0.0144
798.6,-0.0157
798.5,-0.0153
798.4,-0.0149
798.3,-0.0142
798.2,-0.0145
798.1,-0.0154
798.0,-0.0151
797.9,-0.0161
797.8,-0.0138
797.7,-0.0154
797.6,-0.0157
797.5,-0.0155
797.4,-0.0159
797.3,-0.0157
797.2,-0.0145
797.1,-0.0144
797.0,-0.0156
796.9,-0.0169
796.8,-0.0158
796.7,-0.0160
796.6,-0.0153
796.5,-0.0154
796.4,-0.0152
796.3,-0.0163
796.2,-0.0163
796.1,-0.0158
796.0,-0.0158
795.9,-0.0157
795.8,-0.0161
795.7,-0.0157
795.6,-0.0163
795.5,-0.0178
795.4,-0.0174
795.3,-0.0164
795.2,-0.0163
795.1,-0.0168
795.0,-0.0168
794.9,-0.0167
794.8,-0.0171
794.7,-0.0165
794.6,-0.0162
794.5,-0.0161
794.4,-0.0164
794.3,-0.0156
794.2,-0.0162
794.1,-0.0174
794.0,-0.0170
793.9,-0.0160
793.8,-0.0164
793.7,-0.0172
793.6,-0.0170
793.5,-0.0178
793.4,-0.0185
793.3,-0.0171
793.2,-0.0162
793.1,-0.0169
793.0,-0.0174
792.9,-0.0173
792.8,-0.0172
792.7,-0.0180
792.6,-0.0177
792.5,-0.0183
792.4,-0.0182
792.3,-0.0175
792.2,-0.0173
792.1,-0.0173
792.0,-0.0175
791.9,-0.0181
791.8,-0.0181
791.7,-0.0188
791.6,-0.0193
791.5,-0.0193
791.4,-0.0190
791.3,-0.0187
791.2,-0.0187
791.1,-0.0192
791.0,-0.0186
790.9,-0.0182
790.8,-0.0180
790.7,-0.0187
790.6,-0.0190
790.5,-0.0193
790.4,-0.0190
790.3,-0.0180
790.2,-0.0184
790.1,-0.0194
790.0,-0.0199
789.9,-0.0196
789.8,-0.0194
789.7,-0.0201
789.6,-0.0200
789.5,-0.0193
789.4,-0.0191
789.3,-0.0196
789.2,-0.0198
789.1,-0.0192
789.0,-0.0188
788.9,-0.0197
788.8,-0.0201
788.7,-0.0200
788.6,-0.0200
788.5,-0.0198
788.4,-0.0200
788.3,-0.0201
788.2,-0.0204
788.1,-0.0201
788.0,-0.0197
787.9,-0.0202
787.8,-0.0206
787.7,-0.0201
