800.141	-3.93616
800.101	0
800.06	0
800.019	11.8052
799.979	3.93451
799.938	11.8019
799.897	-11.8003
799.857	-11.7986
799.816	11.797
799.775	31.4542
799.735	-11.7937
799.694	-3.93068
799.653	7.86026
799.613	11.7888
799.572	19.6452
799.531	-3.92849
799.49	15.7118
799.45	3.92739
799.409	-3.92685
799.368	0
799.328	35.3318
799.287	-11.7756
799.246	11.774
799.206	-19.6206
799.165	-3.92357
799.124	-3.92302
799.084	-3.92247
799.043	31.3754
799.002	15.6855
798.961	3.92083
798.921	3.92029
798.88	7.83948
798.839	27.4344
798.799	0
798.758	3.9181
798.717	11.7527
798.676	11.751
798.636	-11.7494
798.595	7.83184
798.554	3.91537
798.514	3.91483
798.473	35.2285
798.432	-19.5687
798.391	27.3923
798.351	-7.82529
798.31	7.8242
798.269	7.82311
798.229	7.82202
798.188	19.5523
798.147	-3.90992
798.106	3.90937
798.066	15.6353
798.025	11.7248
797.984	23.4464
797.943	0
797.903	3.90665
797.862	-11.7183
797.821	7.81112
797.78	0
797.74	11.7134
797.699	0
797.658	0
797.617	-11.7085
797.577	3.90229
797.536	0
797.495	27.3084
797.454	0
797.414	-11.7003
797.373	-3.89957
797.332	19.4951
797.291	3.89848
797.251	7.79588
797.21	-7.79479
797.169	0
797.128	-15.5852
797.087	0
797.047	11.6857
797.006	11.684
796.965	3.89413
796.924	0
796.884	3.89305
796.843	7.78501
796.802	3.89196
796.761	-7.78284
796.72	-3.89088
796.68	0
796.639	11.6694
796.598	15.557
796.557	3.8887
796.516	-11.6645
796.476	3.88762
796.435	19.4354
796.394	-3.88653
796.353	11.658
796.312	42.7399
796.272	-15.5396
796.231	-3.88436
796.19	-3.88382
796.149	23.2997
796.108	3.88274
796.068	-19.411
796.027	7.76331
795.986	7.76222
795.945	0
795.904	0
795.864	7.75897
795.823	27.1526
795.782	-3.8784
795.741	0
795.7	-3.87732
795.659	7.75356
795.619	7.75247
795.578	19.3785
795.537	3.87515
795.496	-7.74923
795.455	0
795.414	19.3677
795.374	-23.2379
795.333	7.7449
795.292	0
795.251	11.6141
795.21	3.87083
795.169	15.4811
795.129	-7.73949
795.088	3.86921
795.047	15.4747
795.006	30.945
794.965	0
794.924	19.3352
794.883	7.73301
794.843	-3.86596
794.802	-7.73085
794.761	3.86488
794.72	-7.72869
794.679	-3.8638
794.638	-7.72653
794.597	-19.3136
794.557	7.72437
794.516	-11.5849
794.475	-7.72221
794.434	19.3028
794.393	3.86003
794.352	-7.71897
794.311	15.4358
794.27	7.71681
794.23	15.4315
794.189	-7.71466
794.148	19.2839
794.107	15.425
794.066	15.4228
794.025	11.5655
793.984	3.85463
793.943	0
793.902	-3.85356
793.862	3.85302
793.821	7.70496
793.78	-26.9636
793.739	-7.7028
793.698	3.85086
793.657	0
793.616	11.5494
793.575	15.397
793.534	-3.84871
793.493	26.9372
793.453	3.84763
793.412	3.8471
793.371	26.9259
793.33	19.2301
793.289	-11.5364
793.248	-11.5348
793.207	-3.84441
793.166	-15.3755
793.125	-11.53
793.084	7.68559
793.043	0
793.002	-7.68344
792.961	-7.68236
792.921	3.84064
792.88	-7.68021
792.839	-7.67914
792.798	11.5171
792.757	19.1925
792.716	3.83796
792.675	15.3497
792.634	0
792.593	34.5271
792.552	11.5074
792.511	-15.3411
792.47	19.1737
792.429	-7.6684
792.388	0
792.347	26.8319
792.306	26.8281
792.266	22.9923
792.225	-3.83152
792.184	30.6479
792.143	7.66089
792.102	3.82991
792.061	-22.9763
792.02	-19.1442
791.979	11.4849
791.938	3.82777
791.897	7.65446
791.856	-3.8267
791.815	11.4785
791.774	0
791.733	-3.82509
791.692	-3.82455
791.651	-3.82402
791.61	0
791.569	-15.2918
791.528	7.64483
791.487	7.64375
791.446	26.7494
791.405	11.4624
791.364	-26.7419
791.323	-15.2789
791.282	-15.2768
791.241	-3.81867
791.2	-3.81813
791.159	-3.8176
791.118	-15.2683
791.077	3.81653
791.036	-7.63199
790.995	22.8928
790.954	-3.81493
790.913	3.81439
790.872	7.62771
790.831	15.2533
790.79	-3.81279
790.749	3.81225
790.708	-11.4352
790.667	11.4336
790.626	26.6746
790.585	-7.62024
790.544	19.0479
790.503	0
790.462	-3.80852
790.421	-3.80798
790.38	3.80745
790.339	-7.61383
790.298	3.80638
790.257	15.2234
790.216	26.6372
790.175	15.2191
790.134	-3.80425
790.093	3.80372
790.052	41.835
790.011	19.0133
789.97	22.8127
789.929	-7.60317
789.888	3.80105
789.847	-11.4016
789.806	-7.59998
789.765	-11.3984
789.724	15.1957
789.683	26.5887
789.642	11.3936
789.6	15.1893
789.559	11.3904
789.518	15.185
789.477	3.79573
789.436	7.59039
789.395	-7.58933
789.354	-3.79413
789.313	11.3808
789.272	-15.1723
789.231	26.5478
789.19	-7.58401
789.149	0
789.108	0
789.067	0
789.026	11.3696
788.985	-7.57869
788.943	-7.57763
788.902	15.1531
788.861	0
788.82	-3.78722
788.779	22.7201
788.738	7.57232
788.697	3.78563
788.656	-3.7851
788.615	15.1383
788.574	-7.56807
788.533	15.134
788.492	11.3489
788.45	18.9122
788.409	0
788.368	0
788.327	-26.466
788.286	-3.78032
788.245	0
788.204	3.77926
788.163	15.1149
788.122	15.1128
788.081	-7.55534
788.04	15.1086
787.998	15.1064
787.957	-7.55216
787.916	7.5511
787.875	-3.77502
787.834	26.4214
787.793	22.6438
787.752	-3.77343
787.711	11.3187
787.669	15.0895
787.628	-11.3155
787.587	18.8566
787.546	0
787.505	7.54051
787.464	0
787.423	-15.0768
787.382	15.0747
787.34	-15.0725
787.299	0
787.258	-11.3012
787.217	7.5331
787.176	7.53204
787.135	7.53098
787.094	11.2949
787.053	15.0577
787.011	0
786.97	-15.0535
786.929	-3.76285
786.888	22.5739
786.847	11.2854
786.806	11.2838
786.765	15.0429
786.723	0
786.682	15.0387
786.641	-7.5183
786.6	0
786.559	15.0324
786.518	-11.2727
786.476	11.2711
786.435	11.2695
786.394	11.268
786.353	15.0218
786.312	3.75493
786.271	22.5264
786.229	-18.7694
786.188	3.75335
786.147	11.2585
786.106	3.75229
786.065	11.2553
786.024	15.0049
785.982	7.50142
785.941	15.0007
785.9	0
785.859	-11.2474
785.818	18.743
785.776	-14.9923
785.735	14.9902
785.694	29.9762
785.653	3.74649
785.612	-18.7298
785.57	14.9818
785.529	3.74492
785.488	3.74439
785.447	-11.2316
785.406	22.46
785.365	18.714
785.323	18.7114
785.282	26.1923
785.241	-7.48246
785.2	0
785.158	0
785.117	7.47931
785.076	11.2174
785.035	3.7386
784.994	3.73808
784.952	3.73755
784.911	-3.73703
784.87	18.6825
784.829	11.2079
784.788	11.2063
784.746	-3.73492
784.705	7.4688
784.664	18.6694
784.623	14.9334
784.581	-26.1298
784.54	14.9292
784.499	11.1953
784.458	11.1937
784.416	7.46145
784.375	26.1114
784.334	-3.72967
784.293	7.4583
784.252	-14.9145
784.21	-3.7281
784.169	-3.72757
784.128	-3.72705
784.087	0
784.045	7.452
784.004	14.9019
783.963	-3.72495
783.922	-3.72443
783.88	3.7239
783.839	11.1701
783.798	18.6143
783.757	29.7787
783.715	0
783.674	-3.72128
783.633	0
783.591	-11.1607
783.55	-3.71971
783.509	18.5959
783.468	-11.156
783.426	-7.43629
783.385	14.8705
783.344	26.0197
783.303	14.8663
783.261	40.8765
783.22	11.1466
783.179	3.715
783.137	29.7158
783.096	0
783.055	0
783.014	18.5646
782.972	25.9867
782.931	18.5593
782.89	14.8454
782.848	-14.8433
782.807	7.4206
782.766	0
782.725	3.70925
782.683	3.70873
782.642	-3.70821
782.601	11.1231
782.559	3.70716
782.518	7.41328
782.477	11.1184
782.435	-7.41119
782.394	-3.70508
782.353	0
782.312	3.70403
782.27	11.1105
782.229	3.70299
782.188	-3.70247
